no,ministry,bureau,name,code,account,new_or_continue,support_type,subsidy_rate,executor,beneficiary,period,total_cost,budget_2025,budget_2026,cost_5y,budget_nums,daegu_mention,region_scope,purpose,history,basis,page,source
21,고용노동부,예방정책관,미래환경변화대응 산업안전보건 연구개발(R&D),4155-361,,,,,한국산업안전보건공단,산재보험가입 사업주 및 근로자,’26.4. ∼,,0,1554,"- - - - 1,554",,,,,,,189,국가AI전략위 AI 예산사업 통합 설명자료(2026.3)
22,고용노동부,직업능력정책국,사업주직업훈련지원금,1152-350,,,,,고용노동부(한국산업인력공단),고용보험 가입 사업주,‘95년 ~ 계속,,,,,,,,,"- ‘95.7. 고용보험법 시행령에 근거 마련 - ‘05.7. 사업주 수요가 많은 단기훈련 지원 확대(3일 20시간 이상 중소기업 1일 8시간 이상, → 대기업 2일 16시간 이상, 근로자 직업능력개발법 시행령 개정) - 196 - - ‘17.12. 중소기업훈련지원센터 설치, 중소기업 고숙련․신기술훈련(고급훈련) 지원 확대(NCS 100% → 300%), 중소기업 체계적 현장훈련 지원 근거 등 규정 등 신설 - ‘19.1. 공통법정훈련(개인정보보호, 성희롱예방교육 등) 지원 중단, 법정직무훈련 지원율 인하, 과다 공급과정 지원율 인하 등 재정 효율화 시행 - ‘19.9. 자체훈련과 위탁훈련을 혼합하여 훈련 시 지원금 지급기준(집체훈련 수료인원이 전체 훈련실시 인원의 100분의 10 이상인 경우 지원) 등 신설 - ’22.1. 최소훈련시간 단축(중소기업 1일 8시간 이상, 대기업 2일 16시간 이상 기업규모와 관계 → 없이 4시간 이상, 국민 평생 직업능력 개발법 시행령 개정) - ’",,195,국가AI전략위 AI 예산사업 통합 설명자료(2026.3)
23,고용노동부,고용지원정책관,일자리정보플랫폼 기반 AI 고용서비스 지원(정보화),1075-302,일반회계,,,,한국고용정보원,"구직자, 재직자, 청소년 등 전국민, 구인업체, 진로지도담당자 등",`19년 ~ 계속,,7507,11101,"8,431 7,853 8,216 7,507 11,101","8,216|7,507|7,507|9,601|11,101|3,594|47",,전국,,"- `18.1 ~ : 머신러닝기반의 일자리매칭시스템 구축 ISP 추진 - `18.12: 기업사업장, 개인, 서비스에 대한 마스터 DB 구축 및 서비스 개시 - 206 - - ’19.3: 국가일자리정보플랫폼 구축 ISP 완료 - ’19.7: 국가일자리플랫폼 기반의 AI 고용서비스 구축 (머신러닝 기반 일자리매칭 시스템 구축, 국가일자리정보 기반 바로원시스템 재구축 및 통합연계허브 구축)(‘19.7~‘20.7) - ’20.6: 국가일자리플랫폼 기반의 데이터포탈관리시스템 구축(‘20.6~’20.12) - ’20.8: 머신러닝 기반 일자리매칭 시스템 2차 구축(‘20.8~’21.7) - `20.9: 국가일자리정보플랫폼(고용·노동 통합 DW, 데이터공동이용시스템 구축)(’20.9~‘21.9) - ‘21.9: ‧ 취업지원제도시스템, 고용 노동 통합DW시스템 등 신규(재구축) 시스템의 표준적용 - ’21.9: 데이터프로파일링 통계자료 구축 - ‘21.9: 지능형 직업상담지원(잡케어) 서비스 구축","□ 일자리정보플랫폼 기반 AI고용서비스 지원 : (2025 예산) 7,507백만원 → (2026 예산) 11,101백만원, 3,594백만원 증액 ① 국가일자리정보플랫폼 운영 및 유지관리 : (2025 예산) 2,136백만원 → (2026 예산) 2,136백만원, 전년동 - (요구) ▪ (국가일자리정보플랫폼 운영) MDB, 통합연계허브 운영, 바로원시스템, 고용행정통합DW, 고용 행정데이터분석시스템, 데이터관리포털 운영, SW 기술자 평균임금 증가분 반영 - (산출) ▪ MDB 운영 : (‘25) 301 → (‘26) 301백만원(전년동) (1) 결합 데이터셋의 지속적 발굴 ① (필요성) 행정처리에 국한된 단편적 정보로 인하여 정책 수립 목적 활용 및 적용 한계. 구직도약 패키지 등 정책사업평가 연구과제 수행과 고용24 성과분석을 위한 결합 데이터셋에 대한 대내외 요구 증가 (‘23년 데이터셋 243종 → ’24년 299종) ② (기대효과) 연구과제 지원 및 고용정책담당자 데이터리터러시를 위한 데이터기반체계 구축. 국민이 사용가능한 다양한 융합·결합 데이터셋을 통해 민간경제 활성화 및 공공데이터의 개방·활용 강화 * (24년 고용노동 공공데이터 공모전 수상작 ’잡생각(JOB THINKING)‘ → 범정부 공공데이터 활용 창업 경진대회 최우수상 수상) ③ (변동사항) ○ MDB 운영 : (‘25) 301 → (‘26) 301백만원(전년동) * 일반용역비(MDB 유지관리) : 301백만원 산출 근거 금액(원) 구 분 평균임금 투입공수(MM) 투입률 MDB 유지관리 등 7,751,183 12.09 100% 93,71",204,국가AI전략위 AI 예산사업 통합 설명자료(2026.3)
24,고용노동부,직업능력정책국,직업능력개발담당자양성 및 훈련매체개발,1136-300,일반회계,,,,한국기술교육대학교,"학부생(직업능력개발담당자) 및 대학원생(직업능력개발전문가), 직업능력개발훈련교사, 직업능력개발기관, 재직 근로자 등",1992년 ~ 계속,해당 없음,75778,82080,"86,560 80,226 75,138 75,778 82,080","75,138|75,778|75,778|78,970|82,080|6,302|8",,,,"- 사업 시작년도, 추진배경, 부처별 중점과제, 대통령 공약사항 등 - ’92. 3월 한국기술교육대학교 설립(직업훈련교사 양성 목적 대학교) - ’95. 7월 고용보험법 제정 동법에 근거한 직업능력개발사업이 시행됨으로써 종전의 직업훈련기본법에 의한 사업주의 직업훈련의무제도 폐지 - ’98년 직업훈련기본법 폐지. 고용보험법에 의한 직업훈련 촉진 사업을 위하여 근 로자직업훈련촉진법 제정하고 지원재원을 일반회계와 고용보험법에 의한 고용보 험기금으로 지원하도록 규정 - ’99년 직업훈련촉진기금 폐지로 피보험자 등의 위탁ㆍ훈련사업비와 교육지원비는 고용보험기금에서 지원하고 기관운영비와 경상비는 일반회계에서 지원 등 - ‘19년부터 고용보험기금에서 일반회계로 이관 - ‘20년부터 직업능력개발훈련교사등의 보수교육 실시","□ 직업능력개발담당자양성 및 훈련매체개발 : (2025 예산) 75,778백만원 → (2026 예산) 82,080백만원, +6,302백만원 ① 직업훈련교원 및 HRD담당자양성 : (2025 예산) 23,207백만원 → (2026 예산) 23,527백만원, +320백만원 - (요구) 직업능력개발담당자 및 전문가 양성을 위한 필수소요 요구, 공무직 및 산학교원 인건비 처우개선비 - (산출) 직업능력개발담당자 및 전문가 양성 15,969백만원 기업연계형 현장실습제도(IPP) 2,021백만원 학부(과) 교과과정 개편 및 4년제 대학용 NCS 교육과정 개발 운영 722백만원 글로벌 TVET 프로그램 운영 203백만원 학부과실험실습장비비 4,612백만원 ② 직업훈련교원 재·향상연수 : (2025 예산) 23,690백만원 → (2026 예산) 27,980백만원, +4,290백만원 - (요구) 직업훈련교사 양성 및 직업훈련교·강사의 교육역량 제고를 위한 법제화 된 의무 보수교육 운영비, 교직향상교육 물량 축소(45,000명→40,327명), 전공분야 AI 보수교육 5천명 단가 인상(30만원→77만원), 직업훈련교·강사 대상의 AI 특화 인재 500명 양성, 공무직 인건비 처우개선비 - (산출) 직업훈련교원 교직향상교육 10,237백만원 직업훈련교원 전공향상교육 10,490백만원 교육원 실험실습 장비비 2,483백만원 직업훈련 신교수법 개발 1,500백만원 K-DT 강사 아카데미 500백만원 AI 특화 인재양성 2,770백만원 ③ 평생능력개발온라인 훈련사업 : (2025 예산) 28,881백만원 → (2026 예산) 30,5",221,국가AI전략위 AI 예산사업 통합 설명자료(2026.3)
25,고용노동부,직업능력정책국,직업능력개발심사평가,1133-300,일반회계,,,,고용노동부(한국기술대학교 직업능력심사평가원 위탁),직업훈련 참여자,’99년 - 계속,,19802,23024,"21,366 19,469 18,394 19,802 23,024","18,394|19,802|19,802|23,024|23,024|3,222|16",Y,지역지정,,"- 훈련기관 평가(‘99년~) 및 훈련과정 심사(‘08년~) ․ 한국직업능력개발원(現 한국직업능력연구원) 등 연구기관 을 통한 훈련기관 평가, * 과정심사 실시(‘99년 ~ ‘14년) * 한국직업능력개발원, 대한경제연구원, 한얼경제사회연구원(‘99년) → 한국직업능력개발원, 한얼경제사회 연구원(’00년) → 한국직업능력개발원(‘01～’03년) → 한국산업인력공단, 한국직업능력개발원(‘04～’06년) → 한국직업능력개발(‘07～’14년) * 직업능력개발계좌제(내일배움카드) 도입 관련 훈련과정 심사 추진현황 : 계획수립(‘08. 7월) → 대구·광주지역 시범운영(’08. 9월) → 근로자직업능력 개발법 근거규정 마련(‘08. 12월) → 전국 단위 시범실시 및 적합훈련과정 공고(‘09. 3월) → ’10년 이후 매년 적합훈련과정 공고(’10~) - ･ 직업능력개발훈련사업 심사 평가 기능 통합(‘15년~ ) ․고용복지분야 공공기관 기능조정(‘14.12월, 기획재정부) 결과에 따라 훈련사업",,233,국가AI전략위 AI 예산사업 통합 설명자료(2026.3)
26,고용노동부,노동정책실,취약노동자지원,2031-303,일반회계,,,,고용노동부 등,취약노동자,,,15989,25345,,"15,989|15,989|14,795|25,345|9,356|58",,,,"- 사업 시작년도, 추진배경, 부처별 중점과제, 대통령 공약사항 등 ○ 취약노동자 참여 소통 활성화 지원 · ･ 상생협력 확산지원 세부사업 내의 내역사업으로 신규 편성 ’24. “ ” (내역사업명: 취약근로자 참여 커뮤니티 구축 및 활성화 지원) ○ 노동단체 및 노사관계 비영리법인 지원 ･ 한국노총 년 에 노조간부교육 상담 정책개발 국제교류활동 등에 ’02.~‘05. (’76 ~) , , , 소요되는 비용의 일부 지원, 민주노총에 건물임차료를 일부 지원 ･ 공모 심사를 통해 지원 대상 선정 및 사업비 중심 지원 ’06. · ･ 보조금 개편에 따라 사업 폐지 ‘24. ･ 협력적 노사관계 구축 및 취약노동자 권익보호 등을 위해 사업 복원 ‘26. ○ 취약노동자 보호 비정규직 근로조건 보호 지원 ( ) ･ 노사정위원회 비정규직 근로자 대책 특별위원회 구성 비정규직 관련 논의 ‘01.7. 「 」 , ･ 비정규직보호법률 하위법령 공포 ‘07.6. 비정규직보호법 시행 , ‘07.7.1 ･ 노사","□ 취약노동자지원 : (2025 예산) 15,989백만원 → (2026 예산) 25,345백만원, +9,356백만원 ① 취약노동자 참여·소통 활성화 지원 : (2025) 4,446백만원 → (2026) 2,248백만원, △2,198백만원 - (요구) 전통적 노동자를 대상으로 서비스를 제공하는 지방노동관서와 달리 특고·플랫폼·프리랜서 등에 대한 특화된 고충 해결 및 교육, 고용노동정책 연계를 수행하는 근로자 이음센터 운영 비용, 취약노동자들의 소통· 의견수렴을 위한 타운홀미팅 운영 비용 등 요구 - (산출) ① 근로자 이음센터 운영 1,950백만원 ② 취약노동자 타운홀 미팅 운영 298백만원 ② 현장밀착형 취약노동자 권익 보호 : (2026 예산) 1,325백만원, 순증 - (요구) 전통적 근로관계가 아닌 권리 밖 노동자의 권익 보호를 위하여, 노동법 상담, 분쟁 예방부터 권리 구제 및 각종 정부 정책 연계까지 원스톱 서비스를 제공할 민간 노동센터 지원 비용 등 요구 - (산출) 민간 노동센터 활성화 지원 1,325백만원 ③ 노무제공자 미수금 회수 지원 : (2026 예산) 200백만원, 순증 - (요구) 특고·플랫폼 종사자, 프리랜서 등 노무제공자 보수 미지급 등 법적 권리구제의 사각지대를 해소하기 위한 미수금 회수 법률구조 비용 요구 - (산출) 출연금 200백만원 ④ 취약노동자 일터개선 지원 : (2025) 2,063백만원 → (2026) 2,500백만원, +437백만원 - (요구) 취약노동자 권익 보호를 위해 노무제공자 등을 대상으로 쉼터 설치 및 복지 물품·서비스 지원을 위한 일터개선 지원사업 운영, ",246,국가AI전략위 AI 예산사업 통합 설명자료(2026.3)
27,과학기술정보통신부,정책관,4 대 지역외 AX 대전환 기획,4231-301,일반회계,,,,정보통신산업진흥원,"국내 ICT/AI 산학연, 지자체 등",’26년,해당없음,0,2500,"- - - - 2,500",,,전국,,- 월) 국정과제 21. 세계에서 AI를 가장 잘쓰는 나라 구현 ‘지역 AI 전환지원’ (’25.8 - 월) 5극3특 국가균형성장 추진전략 (’25.9 - (‘25.12 월) 과기정통부 ’26년 업무계획 - 261 -,,259,국가AI전략위 AI 예산사업 통합 설명자료(2026.3)
28,과학기술정보통신부,인공지능정책기확관,AG I 준비 프로젝트,2602-365,일반회계,,,,한국산업은행 경유출자 등을 통해 차세대 AI 연구조직 초기 투자,"기업, 대학, 연구소 등",‘26,,0,20000,"- - - - 20,000","20,000|20,000",,,,": 이재명 정부 국정과제 22번 ｢초격차 ‧ AI 선도기술 인재 확보 – 국가 연구소 육성｣ AI - AI-반도체 이니셔티브(‘24.4월) ㅇ 9대 기술혁신 과제 - ① 인간처럼 인지·행동·성장하는 차세대 범용 (AGI) 개발 - 국가AI전략 정책방향(’24.9월) · ㅇ 기술 인프라 - ③ AI · 핵심 원천기술개발 확충 - AI컴퓨팅인프라 확충을 통한 국가AI역량강화방안(’25.2월) □ 장기 [ ] LLM을 넘어 차세대 AI 원천기술 확보 ㅇ 제조, 바이오, 금융 등 산업 특화형 에이전틱AI 기술을 확보하고 선도모델 구축 및 국내외 실증 등 응용서비스로 확산 ※ 現 생성형 AI 기반 에이전틱 AI와 달리, 실세계 적용가능한 행동형 에이전틱 AI 기술확보에 중점 - ’26년 국가연구개발 투자방향 및 기준(’25.3., 국가과학기술자문회의) ㅇ 과학기술 혁신으로 새로운 성장동력 확보 - (신기술 도전) AGI, 포스트 트랜스포머 등 새로운 AI 접근방식과 현세대 AI 한계 극복을 ","ㅇ 민관 협력 방식의 차세대 AI 연구조직 설립이 적합할 경우에 한하여, 초기 투자 등으로 연구조직 기반 설립 출자 지원 (20,000백만원) ㆍ (신규) 초기투자 : 1식 x 20,000백만원 - 269 -",265,국가AI전략위 AI 예산사업 통합 설명자료(2026.3)
29,과학기술정보통신부,인공지능정책기확관,AI AG ENT 선도 국가 사업,2602-367,일반회계,,,,"한국지능정보사회진흥원, 정보통신산업진흥원",AI 데이터 전문기업 등,’26년~’30년,해당없음,0,20000,"- - - - 20,000","20,000|20,000",,전국,,"o ’22.12.~‘23.3월 :초거대AI 기업 릴레이간담회 - 초거대AI 기업 간담회(’22.12~’23.3, 네이버, 카카오, LG AI 연구원, KT, SKT 등) - 챗GPT 대응 장관-전문가 토론회(’23.2), 디지털 국정과제 현장 간담회(’23.2) - 제3차 ‘인공지능 최고위 전략대화’ 개최(’23.3) * 네이버, LG AI, SKT, KT, 카카오 등 초거대 AI 개발 기업 / 루닛, 뤼튼, 스캘터랩스 등 AI 스타트업 / 서울대·KAIST 등 학계 등 다양한 의견 수렴 추진 o ‘23.1. : 인공지능 일상화 및 산업 고도화 계획 - 인공지능을 국가 전반으로 확산하고 AI산업의 실질적 성과를 창출하기 위한 10대 프로젝트 추진 o ’23.4. :초거대 AI 경쟁력 강화 방안’ 발표 - 창작 등 민간 5대 전문영역 초거대 AI 플래그십 프로젝트 추진 o ’23.4. : 소프트웨어 진흥 전략 발표 o (제3차 국가인공지능위원회) AI컴퓨팅인프라 확충을 통한 국가 AI","가. AI AGENT 인프라 및 생태계 조성(10,000백만원) ㆍ AI 에이전트 서비스 유통기반 마련 = 4,000백만원 ㆍ AI 에이전트 서비스 개발 개방 = 4,000백만원 ‧ · ㆍ AI AGENT 기술 인프라 신뢰성 검증 = 2,000백만원 ※ 세부 단가는 민간 수요 및 대내외 상황 변화에 따라 변동 가능 ･ 나. AI AGENT 융합 확산 지원(10,000백만원) ㆍ AI AGENT 융합 확산 지원 8개 서비스 · × 1,250백만원 = 10,000백만원 ※ 추후 서비스별 지원 예산 규모는 분야별 세부 특성에 따라 변동 가능",272,국가AI전략위 AI 예산사업 통합 설명자료(2026.3)
30,과학기술정보통신부,정책관,AI·공간컴퓨팅 창업 생태계 활성화,2602-366,일반회계,,,,정보통신산업진흥원,"AI·공간컴퓨팅 산업 분야 초기 창업 기업 및 구직자, 일반국민 등",’26년 ~ 계속,해당없음,0,1500,"- - - - 1,500","1,500|1,500|1,500",,전국,,"- ‘17년 7월 : 국정운영 5개년 계획 100대 국정과제 ‘소프트웨어 강국, ICT 르네상스로 4차 산업 선도 기반 구축’ 발표 - ‘18년 12월 : ’콘텐츠산업 경쟁력강화 핵심전략‘ 발표(관계부처, 국정현안점검조정회의) - ’19년 12월 : 실감콘텐츠산업 활성화 전략 발표(과기정통부) - ’20년 6월 : 실감콘텐츠 인재양성 추진계획 발표(과기정통부, 정보통신전략위) - ’20년 11월 : 가상융합경제 발전전략 발표(과기정통부, 국정현안점검조정회의) - ’22년 01월 : 메타버스 신산업 선도전략 발표(제53차 경제중대본 회의) - ’22년 05월 : 110대 국정과제 ‘77-4 메타버스 경제 활성화’ 발표 - ’24년 02월 : 「가상융합산업 진흥법」 제정 - ‘26년 01월 : AI·공간컴퓨팅 창업 생태계 활성화 사업 착수",,279,국가AI전략위 AI 예산사업 통합 설명자료(2026.3)
31,과학기술정보통신부,정책기획관,AI 기반 뇌발달질환 디지털의료기기 실증지원,2601-405,지역균형발전,,,100,정보통신산업진흥원,"의료분야 SW개발 기업, 병원, 및 뇌분야 디지털 의료기기 사용자 등",’24 ~ ‘26(3년),해당없음,5000,5000,"- - 5,000 5,000 5,000",,,지역지정,,"ㅇ 현정부 123대 국정과제 전략 1. AI 3대 강국 도약, (23) 안전과 책임 기반의 ‘AI 기본 사회’ 실현 ㅇ 2024년 국가연구개발 투자 방향 및 기준(안) 中 2-4 : 디지털 대전환을 통한 국가 산업 전반의 생산성 혁신","AI기반 뇌발달질환 디지털의료기기 실증지원 5,000백만원 ① 디지털치료기기 개발지원 : (‘25) 2,000백만원 → (’26) 2,000백만원 - (산출) 디지털치료기기 개발지원 : 5개 과제×400백만원 = 2,000백만원 ② 실증지원 : (‘25) 2,000백만원 → (’26) 2,000백만원 - (산출) 병원연계 및 데이터 실증 : 5개과제×400백만원 = 2,000백만원 ③ 시범서비스 : (‘25) 1,000백만원 → (’24) 1,000백만원 - (산출) 상용화 시범서비스 지원 비용 : 2개과제×500백만원 = 1,000백만원",287,국가AI전략위 AI 예산사업 통합 설명자료(2026.3)
32,과학기술정보통신부,전파정책국,AI 기반 민군 유·무인복합체계 주파수 공동사용 및 운용 기술 개발,1632-311,일반회계,,,100,정보통신기획평가원(IITP),유·무인복합체계 소요군 및 관련 산업체 등,’26~‘30년(5년),해당 없음,0,2800,"- - - - 2,800","2,800|2,800|2,800",,,,"- ｢대한민국 스펙트럼 플랜｣ 과기정통부 ( , ‘24.8 월) 수립 ※ 국방 분야 효율적 무인체계 운용을 위해, 민·군 주파수 공동사용을 활성화하고 효율적 주파수 이용기술 개발 등을 통한 국방 무인체계 주파수 발굴 검토 - ｢국방혁신 기본계획｣ 국방부 4.0 ( , 월) 및 ’23.3 ｢ AI 기반 유·무인복합전투체계 구축 추진계획｣ 국방부 ( 월 수립 , ‘23.7 ) ※ 유·무인복합전투체계 구축, 소요 주파수 확보 및 주파수 활용기술 개발 등 무인체계 전력화 기반 구축 - ｢ 과기정통부-국방부 국방과학기술 분야 협력 강화를 위한 업무협약(MOU) 체결(‘24.4월) ｣ ※ (협력사항) 국방과학기술의 민간 이전, 민간 기술의 국방 적용, 민·군 겸용 기술 개발 등 민·군 기술협력을 위한 연구개발·실증 추진 - 제1차 과기정통부-국방부 미래 국방과학기술 정책협의회 개최(‘24.7월) ※ 유·무인체계, 드론 등 민·군 주파수 수요 급증에 대응할 수 있도록 효율적 주파수 활용을 위한 ",,295,국가AI전략위 AI 예산사업 통합 설명자료(2026.3)
33,과학기술정보통신부,,AI 기반 주파수 간섭분석 및 전파 예측기술 개발(R&D),2535-335,일반회계,,,,"과학기술정보통신부 국립전파연구원, 정보통신기획평가원",,’25 ~ ’29년(5년),해당없음,1000,3670,"- - - 1,000 3,670","1,000|1,000|3,070|3,670|2,670|267",,지역지정,,"사업 시작년도 추진배경 부처별 중점과제 대통령 공약사항 등 - , , , 월 「 - 2021.1 년 디지털뉴딜 실행계획」발표 , 2021 · 데이터·네트워크·인공지능 등 新산업 분야의 성장과 함께 기존 전통산업과의 융합· 혁신 촉진과 디지털 대전환을 통한 국가발전 전략 제시 - 303 - - 2021.1월, 「 년 전파진흥시행계획」수립 21 - 2024.1 월「 , 스펙트럼 플랜」 디지털 심화시대 주파수를 가장 잘 이용하는 국가 K-ICT “ , ” · 전 대역 이동통신 주파수의 이용효율 제고 및 디지털 혁신을 가속화하는 신 이동 통신 주파수 공급체계 마련 · 산업·공공 전 분야의 주파수 수요 다변화에 신속히 대응할 수 있도록 주파수 이용체계 혁신 및 주파수 혼ž간섭 최소화 - 2024.2월, 「 2024년 과기정통부 주요정책 추진계획 」 인공지능·디지털 대전환 선도 “ ” · 글로벌 기술 주도권 확보 및 와 디지털 신기술 융합 선도프로젝트를 통한 AI AI 新시장 창출 · ·디지털","① AI 기반 차세대 주파수 간섭분석 기술 개발 : 1,920백만원 - AI 전파 클러터 및 주파수 간섭분석 기술개발 : 1,270백만원 · (산출) (계속) 1개 x 1,270백만원 x 12/12개월 = 1,270백만원 - 전파 매질 한계극복 전파모델 개발 : 600백만원 · (산출) (신규) 1개 x 800백만원 x 9/12개월 = 600백만원 - 차세대 전파 응용기술 ITU-R 국제표준 분석 : 50백만원 · (산출) (계속) 1개 x 50백만원 x 12/12개월 = 50백만원 ② 차세대 모빌리티 고속통신 전파예측 기술 연구 1,750백만원 (순증) - AI 기반 이동체 환경 전파채널 모델 개발 : 1,750백만원 · (산출) (신규) 1개 × 2,333백만원 × 9/12개월 = 1,750백만원",301,국가AI전략위 AI 예산사업 통합 설명자료(2026.3)
